,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
6932,9548-LIGTA,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,81.05,4747.65,Male,0,1,0,61,1,No
6933,9548-ZMVTX,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),90.45,6565.85,Male,0,1,1,72,1,Yes
6934,9552-TGUZV,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,75.0,658.1,Male,0,1,0,8,1,No
6935,9553-DLCLU,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.95,1161.75,Female,0,0,1,13,1,Yes
6936,9554-DFKIC,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),54.45,1588.7,Male,0,1,1,30,1,Yes
6937,9555-SAHUZ,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.5,2076.05,Female,0,1,1,38,1,No
6938,9558-IHEZX,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),106.75,7283.25,Female,0,0,0,71,1,Yes
6939,9560-ARGQJ,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,1312.15,Female,0,0,1,16,1,No
6940,9560-BBZXK,No,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),31.05,1126.35,Female,0,0,0,36,0,No phone service
6941,9564-KCLHR,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,51.25,51.25,Male,0,0,0,1,1,No
6942,9565-AXSMR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.2,1054.75,Male,0,1,1,52,1,No
6943,9565-DJPIB,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,89.6,365.65,Female,0,0,1,4,1,Yes
6944,9565-FLVCG,No,DSL,Yes,Yes,No,No,No,Yes,Two year,1,Mailed check,69.55,4459.15,Male,0,1,1,65,1,Yes
6945,9565-JSNFM,Yes,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.45,2597.6,Male,0,0,0,38,1,No
6946,9570-KYEUA,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),99.25,6549.45,Male,0,0,0,64,1,Yes
6947,9571-EDEBV,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),98.65,6962.85,Male,0,1,0,71,1,Yes
6948,9572-MTILT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,106.75,6252.9,Male,0,1,0,59,1,Yes
6949,9572-WUKSB,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,29.9,92.25,Male,0,1,0,3,0,No phone service
6950,9574-BOSMD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.4,1620.2,Male,0,1,1,68,1,Yes
6951,9574-RKJIF,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,94.4,2838.7,Male,0,1,1,30,1,Yes
6952,9575-IWCAZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.1,171,Male,0,1,0,6,1,Yes
6953,9576-ANLXO,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.55,222.3,Female,0,0,0,3,1,No
6954,9576-SYUHJ,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,91.15,3369.25,Male,0,0,0,37,1,Yes
6955,9577-WJVCQ,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,54.45,3687.75,Female,0,0,0,68,1,Yes
6956,9578-FOMUK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,24.8,324.15,Male,0,0,1,15,1,Yes
6957,9578-VRMNM,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),65.2,1043.35,Female,0,0,0,16,1,Yes
6958,9581-GVBXT,No,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,34.8,1980.3,Male,0,1,1,59,0,No phone service
6959,9584-EXCDZ,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.5,1165.6,Female,0,0,0,17,1,No
6960,9585-KKMFD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.0,879.8,Male,0,1,1,41,1,No
6961,9586-JGQKH,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),105.4,6794.75,Female,0,1,0,64,1,Yes
6962,9588-OZDMQ,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.0,89.75,Female,0,1,0,2,1,No
6963,9588-YRFHY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1022.6,Male,0,0,0,49,1,No
6964,9589-ABEPT,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Mailed check,92.45,6460.55,Male,0,1,0,69,1,Yes
6965,9591-YVTEB,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.85,2479.05,Male,1,0,0,55,0,No phone service
6966,9592-ERDKV,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Mailed check,79.25,2911.8,Male,0,1,0,37,1,Yes
6967,9593-CVZKR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.45,1385.85,Female,0,1,1,56,1,Yes
6968,9600-NAXZN,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,4528,Male,0,0,0,43,1,Yes
6969,9600-UDOPK,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.05,2866.45,Male,0,1,0,30,1,Yes
6970,9601-BRXPO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,Female,0,1,0,25,1,Yes
6971,9602-WCXPI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.15,989.05,Male,0,0,0,50,1,No
6972,9603-OAIHC,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.05,70.05,Male,1,0,0,1,1,No
6973,9605-WGJVW,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,70.2,Female,1,0,0,1,1,No
6974,9606-PBKBQ,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,2642.05,Male,1,1,0,32,1,Yes
6975,9609-BENEA,No,DSL,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,69.0,2441.7,Male,0,1,0,35,1,Yes
6976,9610-WCESF,No,DSL,Yes,No,No,Yes,Yes,No,Two year,0,Electronic check,43.9,3097.2,Male,0,0,0,67,0,No phone service
6977,9611-CTWIH,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.45,240.45,Female,0,0,0,3,1,No
6978,9614-RMGHA,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),91.85,5940.85,Male,0,1,0,65,1,Yes
6979,9617-INGJY,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6,Male,0,0,0,1,1,No
6980,9617-SHSHO,no info,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),94.45,5042.75,Female,0,0,0,53,1,No
6981,9617-UDPEU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.25,412.55,Female,0,0,0,22,1,No
6982,9618-LFJRU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,82.85,Female,0,0,0,4,1,No
6983,9619-GSATL,No,DSL,No,Yes,No,Yes,No,No,One year,0,Electronic check,55.45,2444.25,Female,0,0,0,43,1,No
6984,9620-ENEJV,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.55,433.95,Female,0,0,0,6,1,No
6985,9620-QJREV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.55,1013.05,Male,0,0,1,47,1,No
6986,9621-OUPYD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,507.9,Female,0,1,0,25,1,No
6987,9624-EGDEQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.8,813.3,Female,0,0,0,37,1,No
6988,9625-QNLUX,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),103.25,7074.4,Male,0,1,1,68,1,No
6989,9625-QSTYE,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,81.15,952.3,Female,0,0,0,13,1,No
6990,9625-RZFUK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,1275.85,Male,0,1,1,63,1,No
6991,9626-VFRGG,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),88.5,3645.05,Female,0,0,1,41,1,Yes
6992,9626-WEQRM,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,29.15,110.05,Female,0,0,0,4,0,No phone service
6993,9629-NHXFW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,19.4,Female,0,1,1,1,1,No
6994,9631-RXVJM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,677.9,Male,0,0,0,35,1,No
6995,9631-XEYKE,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.4,137.25,Male,0,0,0,3,1,Yes
6996,9633-DENPU,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),58.6,2723.4,Female,0,1,0,47,1,No
6997,9633-XQABV,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,229.7,Female,0,0,0,3,1,No
6998,9637-CDTKZ,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.1,8086.4,Male,0,1,0,72,1,Yes
6999,9637-EIHEQ,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,50.8,50.8,Female,0,0,0,1,1,No
7000,9638-JIQYA,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),24.9,49.7,Male,0,0,0,2,0,No phone service
7001,9639-BUJXT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.5,1328.15,Male,0,0,0,63,1,No
7002,9640-HXEAM,no info,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),40.4,77.15,Male,0,0,0,2,0,No phone service
7003,9640-ZSLDC,No,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),60.6,3297,Female,0,1,1,53,1,No
7004,9643-AVVWI,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,80.0,241.3,Female,0,1,1,3,1,No
7005,9643-YBLUR,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),69.05,653.95,Male,0,1,0,9,1,Yes
7006,9644-KVCNC,No,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),92.15,6056.9,Female,0,0,0,66,1,Yes
7007,9644-UMGQA,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.15,295.65,Male,0,1,1,6,1,No
7008,9646-NMHXE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,973.1,Male,0,1,0,47,1,No
7009,9646-QWDSB,no info,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Electronic check,100.45,7159.7,Female,0,1,1,71,1,Yes
7010,9647-ERGBE,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.05,3046.15,Female,0,1,1,30,1,Yes
7011,9648-BCHKM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.65,471.35,Female,0,1,1,18,1,Yes
7012,9650-VBUOG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,963.95,Male,0,1,1,38,1,Yes
7013,9651-GTSAQ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.1,5769.75,Female,0,1,0,53,1,No
7014,9658-WYUFB,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,94.4,1617.5,Female,0,0,0,17,1,Yes
7015,9659-QEQSY,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,115.65,5125.5,Female,0,0,0,45,1,Yes
7016,9659-UDJIJ,no info,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,65.65,4322.85,Female,0,1,0,67,1,Yes
7017,9659-ZTWSM,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),107.35,7051.95,Male,1,1,0,66,1,Yes
7018,9661-ACXBS,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.2,4400.75,Female,0,0,0,42,1,Yes
7019,9661-JALZV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.7,1519,Female,0,0,0,58,1,Yes
7020,9661-MHUMO,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),49.25,49.25,Male,1,1,1,1,1,No
7021,9667-EQRXU,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,40.3,1172.95,Female,1,0,0,30,0,No phone service
7022,9667-TKTVZ,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,54.35,117.05,Female,0,0,0,2,1,Yes
7023,9668-PUGNU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,24.5,1816.2,Male,0,1,0,71,1,Yes
7024,9670-BPNXF,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),62.55,2796.45,Female,0,0,0,45,1,No
7025,9674-EHPPG,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),40.4,1842.7,Male,0,1,0,46,0,No phone service
7026,9675-ICXCT,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,80.8,5728.55,Male,0,1,1,72,1,No
7027,9677-AVKED,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,84.6,4449.75,Female,0,0,1,53,1,Yes
7028,9680-NIAUV,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),109.7,8129.3,Female,0,1,1,72,1,Yes
7029,9681-KYGYB,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,88.2,4159.45,Male,1,1,0,49,1,Yes
7030,9681-OXGVC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,514,Female,0,0,0,5,1,Yes
7031,9683-PSOSX,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,19.55,Female,0,0,0,1,1,No
7032,9685-WKZGT,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,1036.75,Male,1,0,0,14,1,Yes
7033,9688-YGXVR,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.15,3973.2,Female,0,0,0,44,1,No
7034,9689-PTNPG,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.25,144.55,Male,0,0,0,2,1,No
7035,9691-HKOVS,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,90.15,4916.95,Female,0,1,0,55,1,Yes
7036,9692-TUSXH,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.05,1740.7,Female,0,0,0,18,1,No
7037,9693-XMUOB,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.25,2997.45,Male,1,1,0,59,0,No phone service
7038,9695-IDRZR,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.15,3946.9,Female,0,0,1,34,1,Yes
7039,9696-RMYBA,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,80.1,398.55,Male,0,0,0,5,1,No
7040,9699-UBQFS,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,94.5,4156.8,Female,1,1,0,43,1,Yes
7041,9700-ISPUP,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,65.5,616.9,Female,0,1,1,10,1,No
7042,9700-ZCLOT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,32.7,Male,0,0,0,2,1,No
7043,9701-CDXHR,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.15,3649.6,Female,0,1,0,51,1,No
7044,9702-AIUJO,No,DSL,No,No,No,No,No,No,One year,1,Bank transfer (automatic),44.8,2230.85,Male,0,1,1,50,1,No
7045,9705-IOVQQ,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,99.0,5969.3,Male,1,1,1,61,1,Yes
7046,9705-ZJBCG,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.15,701.05,Female,0,1,1,13,1,No
7047,9708-HPXWZ,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,0,Credit card (automatic),45.4,214.75,Male,1,0,0,5,0,No phone service
7048,9708-KFDBY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.55,20.55,Male,0,0,0,1,1,No
7049,9708-TKNTZ,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,94.45,Female,0,1,1,6,1,No
7050,9710-NJERN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,826,Female,0,0,0,39,1,No
7051,9710-ZUSHQ,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),106.75,4056.75,Female,1,0,0,37,1,Yes
7052,9711-FJTBX,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Mailed check,85.85,4793.8,Male,0,1,1,56,1,No
7053,9714-EDSUC,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,94.9,360.55,Male,0,0,0,4,1,No
7054,9715-SBVSU,No,DSL,Yes,Yes,No,No,No,Yes,Two year,1,Bank transfer (automatic),61.4,815.55,Male,0,1,1,14,1,No
7055,9715-WZCLW,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,97.2,6910.3,Male,0,1,1,71,1,Yes
7056,9717-IOAAF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.85,788.55,Male,0,0,1,27,1,Yes
7057,9717-QEBGU,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,144,Male,0,0,0,2,1,No
7058,9717-WXVSB,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.9,18.9,Male,0,0,0,1,1,No
7059,9720-JJJOR,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),60.3,2511.3,Male,0,1,1,41,1,No
7060,9722-UJOJR,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.75,1974.8,Male,0,1,1,29,1,No
7061,9722-ZVQUQ,no info,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,Female,0,1,1,14,1,No
7062,9724-BFUOP,no info,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.6,548.9,Female,0,0,0,8,1,Yes
7063,9725-SCPZG,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.85,90.85,Male,0,0,1,1,1,No
7064,9728-FTTVZ,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.2,69.2,Female,0,0,0,1,1,No
7065,9730-DRTMJ,No,DSL,Yes,No,No,Yes,Yes,No,One year,1,Credit card (automatic),72.8,2333.05,Male,0,1,0,32,1,Yes
7066,9732-EQMWY,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,99.4,5025,Female,0,1,0,49,1,No
7067,9732-KPKBW,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,53.95,53.95,Male,0,0,0,1,1,No
7068,9732-OUYRN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.0,918.7,Female,0,1,0,49,1,No
7069,9734-UYXQI,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.4,106.55,Female,0,0,0,2,1,Yes
7070,9734-YWGEX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),98.3,923.5,Female,0,0,0,9,1,Yes
7071,9738-QLWTP,No,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,81.9,3219.75,Male,0,0,0,39,1,No
7072,9739-JLPQJ,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),117.5,8670.1,Female,0,1,1,72,1,Yes
7073,9741-YLNTD,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),87.95,522.35,Male,0,0,0,6,1,Yes
7074,9742-XOKTS,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,0,Electronic check,89.55,6038.55,Male,0,1,1,67,1,Yes
7075,9743-DQKQW,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.1,79.8,Male,0,0,0,3,0,No phone service
7076,9746-MDMBK,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),113.45,5317.8,Male,0,1,1,47,1,Yes
7077,9746-UGFAC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.85,450.65,Female,0,0,0,22,1,No
7078,9746-YKGXB,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Bank transfer (automatic),44.25,2276.1,Male,0,1,1,52,0,No phone service
7079,9747-DDZOS,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),73.5,73.5,Female,0,0,0,1,1,No
7080,9750-BOOHV,No,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,30.15,927.65,Female,0,0,0,32,0,No phone service
7081,9752-ZNQUT,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,48.6,48.6,Female,0,0,0,1,1,No
7082,9753-OYLBX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,20.5,Female,0,0,0,1,1,No
7083,9754-CLVZW,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),38.85,1025.15,Female,0,1,1,26,0,No phone service
7084,9755-JHNMN,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),67.4,3306.85,Female,0,0,0,49,1,No
7085,9758-MFWGD,No,DSL,No,Yes,No,No,No,No,One year,0,Bank transfer (automatic),29.9,1388.75,Female,1,1,1,48,0,No phone service
7086,9761-XUJWD,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),65.6,339.9,Male,0,0,0,5,1,No
7087,9762-YAQAA,No,Fiber optic,No,Yes,No,No,No,No,One year,0,Credit card (automatic),81.4,3213.75,Male,0,0,0,39,1,Yes
7088,9763-GRSKD,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,49.95,587.45,Male,0,1,1,13,1,No
7089,9763-PDTKK,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),94.4,387.2,Female,0,0,0,4,1,No
7090,9764-REAFF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),18.4,1057.85,Female,0,1,0,59,1,No
7091,9766-HGEDE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.35,307,Female,0,1,0,17,1,No
7092,9767-FFLEM,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.5,2625.25,Male,0,0,0,38,1,No
7093,9769-TSBZE,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Electronic check,66.0,4891.5,Female,0,0,1,70,1,Yes
7094,9770-KXGQU,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,0,Mailed check,98.6,5311.85,Female,0,0,0,53,1,Yes
7095,9770-LXDBK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,63.15,Female,0,0,0,3,1,No
7096,9773-PEQBZ,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,79.85,797.25,Male,0,0,0,10,1,Yes
7097,9774-NRNAU,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),84.8,2309.55,Male,1,1,0,27,1,Yes
7098,9776-CLUJA,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,77.5,3807.35,Female,1,1,0,51,1,Yes
7099,9776-OJUZI,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),95.45,6223.3,Female,1,0,0,65,1,Yes
7100,9777-IQHWP,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),93.4,5822.3,Male,0,1,1,64,1,Yes
7101,9777-WJJPR,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),88.65,2683.2,Male,0,1,0,31,1,Yes
7102,9778-OGKQZ,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),92.0,6782.15,Male,0,1,0,72,1,Yes
7103,9779-DPNEJ,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.15,1790.65,Female,0,1,1,22,1,No
7104,9780-FKVVF,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),59.15,336.7,Male,0,0,0,6,1,No
7105,9782-LGXMC,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.75,3024.15,Female,0,1,1,49,1,No
7106,9786-IJYDL,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,113.2,3914.05,Female,0,0,0,35,1,Yes
7107,9786-YWNHU,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,63.55,4014.2,Female,0,1,1,63,1,No
